,object_id,creation_time,creation_source,opted_in_to_mailing_list,enabled_for_marketing_drip,org_id,invited_by_user_id,adopted,creation_year,creation_month,creation_week,creation_day,invited_by_user
3080,3081,2013-02-07 03:00:57,ORG_INVITE,1,0,213,7696.0,1,2013,2,6,7,1
3081,3082,2012-08-20 01:57:25,GUEST_INVITE,0,0,282,10163.0,0,2012,8,34,20,1
3082,3083,2012-11-04 06:09:40,PERSONAL_PROJECTS,0,1,204,0.0,0,2012,11,44,4,0
3083,3084,2013-05-03 07:07:41,ORG_INVITE,0,0,3,3550.0,0,2013,5,18,3,1
3084,3085,2013-03-08 04:59:08,ORG_INVITE,0,0,132,2559.0,0,2013,3,10,8,1
3085,3086,2013-04-10 12:30:42,GUEST_INVITE,0,0,320,3763.0,0,2013,4,15,10,1
3086,3087,2013-05-03 14:52:35,GUEST_INVITE,0,0,13,600.0,1,2013,5,18,3,1
3087,3088,2014-01-24 22:00:20,SIGNUP,0,0,320,0.0,0,2014,1,4,24,0
3088,3089,2013-05-20 15:00:24,ORG_INVITE,0,0,13,8982.0,0,2013,5,21,20,1
3089,3090,2013-04-05 21:07:16,PERSONAL_PROJECTS,0,0,38,0.0,0,2013,4,14,5,0
3090,3091,2013-03-13 15:21:32,GUEST_INVITE,1,1,120,6316.0,0,2013,3,11,13,1
3091,3092,2012-12-27 16:21:20,SIGNUP_GOOGLE_AUTH,1,1,10,0.0,0,2012,12,52,27,0
3092,3093,2013-01-02 18:14:08,ORG_INVITE,0,0,1,10368.0,1,2013,1,1,2,1
3093,3094,2014-02-03 16:12:29,ORG_INVITE,1,1,4,5206.0,0,2014,2,6,3,1
3094,3095,2013-01-27 18:46:41,GUEST_INVITE,0,0,55,7882.0,0,2013,1,4,27,1
3095,3096,2012-06-08 12:16:53,SIGNUP,1,0,263,0.0,0,2012,6,23,8,0
3096,3097,2013-08-24 18:39:09,ORG_INVITE,0,0,3,4906.0,0,2013,8,34,24,1
3097,3098,2013-08-08 04:16:14,ORG_INVITE,1,1,176,10127.0,0,2013,8,32,8,1
3098,3099,2013-07-10 16:42:09,PERSONAL_PROJECTS,0,0,49,0.0,0,2013,7,28,10,0
3099,3100,2013-12-13 13:39:48,PERSONAL_PROJECTS,0,0,271,0.0,1,2013,12,50,13,0
3100,3101,2013-05-05 14:57:53,PERSONAL_PROJECTS,0,0,188,0.0,0,2013,5,18,5,0
3101,3102,2013-02-15 20:14:30,GUEST_INVITE,1,1,157,10194.0,0,2013,2,7,15,1
3102,3103,2014-05-07 23:56:24,GUEST_INVITE,1,0,117,11267.0,0,2014,5,19,7,1
3103,3104,2013-11-22 19:02:46,ORG_INVITE,0,0,7,9997.0,0,2013,11,47,22,1
3104,3105,2013-01-27 12:37:53,SIGNUP_GOOGLE_AUTH,0,0,42,0.0,0,2013,1,4,27,0
3105,3106,2014-04-02 15:10:41,SIGNUP,0,0,99,0.0,0,2014,4,14,2,0
3106,3107,2013-03-29 16:39:05,SIGNUP,0,0,56,0.0,0,2013,3,13,29,0
3107,3108,2013-06-01 02:47:47,SIGNUP_GOOGLE_AUTH,1,0,11,0.0,0,2013,6,22,1,0
3108,3109,2014-04-12 12:27:43,ORG_INVITE,0,0,206,7211.0,0,2014,4,15,12,1
3109,3110,2014-03-14 01:32:16,SIGNUP,0,0,370,0.0,0,2014,3,11,14,0
3110,3111,2013-12-24 20:44:03,PERSONAL_PROJECTS,0,0,348,0.0,0,2013,12,52,24,0
3111,3112,2013-01-14 23:22:37,ORG_INVITE,0,0,301,3261.0,1,2013,1,3,14,1
3112,3113,2012-08-11 06:42:53,ORG_INVITE,0,0,231,510.0,1,2012,8,32,11,1
3113,3114,2012-08-08 00:20:02,GUEST_INVITE,0,0,14,7825.0,0,2012,8,32,8,1
3114,3115,2014-05-27 17:09:20,GUEST_INVITE,0,0,8,5507.0,0,2014,5,22,27,1
3115,3116,2013-12-10 00:20:15,ORG_INVITE,0,0,10,7849.0,0,2013,12,50,10,1
3116,3117,2013-07-06 00:49:23,ORG_INVITE,0,0,317,8280.0,0,2013,7,27,6,1
3117,3118,2014-04-02 11:48:17,ORG_INVITE,0,0,7,4506.0,0,2014,4,14,2,1
3118,3119,2013-11-28 04:37:26,ORG_INVITE,0,0,339,1084.0,0,2013,11,48,28,1
3119,3120,2014-04-21 18:52:25,SIGNUP,0,0,110,0.0,0,2014,4,17,21,0
3120,3121,2014-04-03 16:46:05,ORG_INVITE,0,0,5,4596.0,0,2014,4,14,3,1
3121,3122,2012-09-08 03:26:05,ORG_INVITE,0,0,27,1806.0,0,2012,9,36,8,1
3122,3123,2013-01-06 03:20:05,SIGNUP_GOOGLE_AUTH,0,0,27,0.0,0,2013,1,1,6,0
3123,3124,2012-07-23 23:15:55,SIGNUP,0,0,75,0.0,0,2012,7,30,23,0
3124,3125,2012-10-05 01:38:04,ORG_INVITE,0,0,155,7692.0,1,2012,10,40,5,1
3125,3126,2013-02-04 12:42:09,SIGNUP,0,0,4,0.0,0,2013,2,6,4,0
3126,3127,2013-02-14 02:10:23,ORG_INVITE,1,0,2,7205.0,0,2013,2,7,14,1
3127,3128,2014-04-22 21:37:56,ORG_INVITE,0,0,377,5008.0,0,2014,4,17,22,1
3128,3129,2013-06-12 15:02:52,ORG_INVITE,1,0,100,10741.0,0,2013,6,24,12,1
3129,3130,2013-07-26 21:01:27,ORG_INVITE,0,0,10,2039.0,0,2013,7,30,26,1
3130,3131,2013-10-16 14:14:58,GUEST_INVITE,0,0,402,121.0,0,2013,10,42,16,1
3131,3132,2013-04-02 09:08:39,ORG_INVITE,0,0,146,3132.0,0,2013,4,14,2,1
3132,3133,2013-01-01 23:33:29,ORG_INVITE,0,0,362,10572.0,0,2013,1,1,1,1
3133,3134,2013-05-29 18:04:00,ORG_INVITE,0,1,58,1864.0,0,2013,5,22,29,1
3134,3135,2012-08-01 15:36:54,GUEST_INVITE,0,0,239,11430.0,0,2012,8,31,1,1
3135,3136,2013-08-27 19:51:47,ORG_INVITE,1,0,23,2242.0,0,2013,8,35,27,1
3136,3137,2012-12-04 09:07:15,SIGNUP_GOOGLE_AUTH,0,0,284,0.0,1,2012,12,49,4,0
3137,3138,2013-03-21 20:31:57,SIGNUP,1,0,82,0.0,0,2013,3,12,21,0
3138,3139,2012-08-21 17:13:38,ORG_INVITE,0,0,406,6891.0,1,2012,8,34,21,1
3139,3140,2014-01-07 02:33:23,GUEST_INVITE,0,0,406,10184.0,0,2014,1,2,7,1
3140,3141,2013-08-02 20:20:49,GUEST_INVITE,1,0,307,7836.0,0,2013,8,31,2,1
3141,3142,2013-11-23 02:19:14,ORG_INVITE,0,0,0,7091.0,0,2013,11,47,23,1
3142,3143,2014-01-23 02:52:37,ORG_INVITE,0,0,187,7189.0,0,2014,1,4,23,1
3143,3144,2014-03-12 01:46:02,SIGNUP,0,0,109,0.0,0,2014,3,11,12,0
3144,3145,2013-11-20 19:38:13,ORG_INVITE,1,0,209,11836.0,1,2013,11,47,20,1
3145,3146,2013-05-19 12:13:04,SIGNUP,0,0,173,0.0,0,2013,5,20,19,0
3146,3147,2014-02-26 19:23:05,SIGNUP_GOOGLE_AUTH,1,1,41,0.0,0,2014,2,9,26,0
3147,3148,2013-01-22 12:21:05,PERSONAL_PROJECTS,0,0,33,0.0,0,2013,1,4,22,0
3148,3149,2014-03-19 05:14:23,ORG_INVITE,0,0,31,9301.0,0,2014,3,12,19,1
3149,3150,2014-01-08 20:51:06,PERSONAL_PROJECTS,0,0,225,0.0,0,2014,1,2,8,0
3150,3151,2013-03-21 00:56:17,ORG_INVITE,0,0,174,9607.0,0,2013,3,12,21,1
3151,3152,2013-02-15 07:40:36,PERSONAL_PROJECTS,0,0,73,0.0,0,2013,2,7,15,0
3152,3153,2012-10-24 07:01:25,SIGNUP,0,0,2,0.0,0,2012,10,43,24,0
3153,3154,2014-04-28 17:12:11,ORG_INVITE,1,0,177,9589.0,0,2014,4,18,28,1
3154,3155,2012-07-13 01:53:23,SIGNUP_GOOGLE_AUTH,0,0,390,0.0,0,2012,7,28,13,0
3155,3156,2012-07-03 09:52:25,SIGNUP,1,1,225,0.0,0,2012,7,27,3,0
3156,3157,2013-06-20 04:58:10,PERSONAL_PROJECTS,0,0,9,0.0,0,2013,6,25,20,0
3157,3158,2013-08-15 19:59:14,ORG_INVITE,0,0,105,9231.0,0,2013,8,33,15,1
3158,3159,2013-12-26 11:06:25,ORG_INVITE,0,0,49,11391.0,0,2013,12,52,26,1
3159,3160,2012-12-08 20:17:21,SIGNUP,0,0,14,0.0,1,2012,12,49,8,0
3160,3161,2013-04-22 19:07:58,PERSONAL_PROJECTS,0,0,307,0.0,0,2013,4,17,22,0
3161,3162,2014-03-03 05:47:42,GUEST_INVITE,0,0,18,4635.0,0,2014,3,10,3,1
3162,3163,2013-07-28 03:36:22,SIGNUP,1,0,287,0.0,1,2013,7,30,28,0
3163,3164,2014-05-02 01:34:49,SIGNUP,0,0,30,0.0,0,2014,5,18,2,0
3164,3165,2014-05-16 12:11:53,GUEST_INVITE,0,0,239,5978.0,0,2014,5,20,16,1
3165,3166,2014-05-11 18:50:20,ORG_INVITE,1,0,0,4615.0,0,2014,5,19,11,1
3166,3167,2012-08-06 23:09:36,SIGNUP_GOOGLE_AUTH,0,0,4,0.0,0,2012,8,32,6,0
3167,3168,2014-02-14 23:53:17,SIGNUP_GOOGLE_AUTH,1,1,283,0.0,0,2014,2,7,14,0
3168,3169,2014-05-17 02:33:53,PERSONAL_PROJECTS,0,0,26,0.0,0,2014,5,20,17,0
3169,3170,2014-05-12 09:07:50,GUEST_INVITE,0,0,380,7950.0,0,2014,5,20,12,1
3170,3171,2013-06-25 22:33:13,SIGNUP,0,0,145,0.0,0,2013,6,26,25,0
3171,3172,2013-12-05 00:49:26,SIGNUP,0,0,97,0.0,0,2013,12,49,5,0
3172,3173,2013-10-14 11:19:15,PERSONAL_PROJECTS,0,0,135,0.0,0,2013,10,42,14,0
3173,3174,2014-03-30 13:24:41,ORG_INVITE,1,1,6,8634.0,0,2014,3,13,30,1
3174,3175,2012-07-12 00:53:11,GUEST_INVITE,0,0,260,8817.0,1,2012,7,28,12,1
3175,3176,2013-04-22 04:16:14,SIGNUP,0,0,45,0.0,0,2013,4,17,22,0
3176,3177,2014-04-08 04:24:22,PERSONAL_PROJECTS,0,0,224,0.0,0,2014,4,15,8,0
3177,3178,2014-04-11 22:49:05,GUEST_INVITE,1,1,225,7590.0,1,2014,4,15,11,1
3178,3179,2014-02-10 08:50:57,SIGNUP_GOOGLE_AUTH,1,0,277,0.0,0,2014,2,7,10,0
3179,3180,2013-04-20 22:14:24,PERSONAL_PROJECTS,1,1,213,0.0,1,2013,4,16,20,0
3180,3181,2014-03-03 12:07:26,SIGNUP,0,0,298,0.0,0,2014,3,10,3,0
3181,3182,2014-03-16 01:37:34,ORG_INVITE,0,0,377,4435.0,0,2014,3,11,16,1
3182,3183,2014-03-19 21:42:07,SIGNUP,0,0,15,0.0,0,2014,3,12,19,0
3183,3184,2013-05-26 13:17:19,GUEST_INVITE,0,0,233,2447.0,0,2013,5,21,26,1
3184,3185,2013-08-20 14:06:04,ORG_INVITE,0,0,284,8220.0,1,2013,8,34,20,1
3185,3186,2013-03-07 08:48:24,SIGNUP,0,0,7,0.0,0,2013,3,10,7,0
3186,3187,2014-04-02 07:34:25,SIGNUP_GOOGLE_AUTH,0,0,17,0.0,0,2014,4,14,2,0
3187,3188,2013-07-08 00:46:10,ORG_INVITE,0,0,330,3928.0,0,2013,7,28,8,1
3188,3189,2014-01-21 00:28:28,PERSONAL_PROJECTS,0,0,135,0.0,0,2014,1,4,21,0
3189,3190,2014-01-10 21:51:06,SIGNUP_GOOGLE_AUTH,0,0,167,0.0,0,2014,1,2,10,0
3190,3191,2012-10-03 08:30:30,GUEST_INVITE,0,0,247,1804.0,0,2012,10,40,3,1
3191,3192,2012-06-25 01:58:19,GUEST_INVITE,1,1,353,8738.0,0,2012,6,26,25,1
3192,3193,2012-11-07 16:07:28,SIGNUP_GOOGLE_AUTH,0,0,211,0.0,1,2012,11,45,7,0
3193,3194,2013-09-14 06:47:15,SIGNUP_GOOGLE_AUTH,1,0,4,0.0,1,2013,9,37,14,0
3194,3195,2013-07-09 11:43:50,GUEST_INVITE,1,1,107,7947.0,0,2013,7,28,9,1
3195,3196,2012-11-21 18:12:00,GUEST_INVITE,1,0,4,3840.0,0,2012,11,47,21,1
3196,3197,2013-11-08 00:24:32,SIGNUP_GOOGLE_AUTH,0,1,401,0.0,0,2013,11,45,8,0
3197,3198,2014-05-29 20:26:28,ORG_INVITE,0,0,308,4738.0,0,2014,5,22,29,1
3198,3199,2014-05-27 12:56:38,SIGNUP_GOOGLE_AUTH,0,0,334,0.0,0,2014,5,22,27,0
3199,3200,2014-05-24 17:31:04,GUEST_INVITE,0,0,66,4574.0,0,2014,5,21,24,1
3200,3201,2013-07-29 23:40:35,SIGNUP_GOOGLE_AUTH,0,0,329,0.0,0,2013,7,31,29,0
3201,3202,2014-02-28 08:00:59,ORG_INVITE,0,0,218,2998.0,0,2014,2,9,28,1
3202,3203,2014-04-10 07:36:38,GUEST_INVITE,0,0,241,4689.0,0,2014,4,15,10,1
3203,3204,2013-04-05 01:27:26,ORG_INVITE,0,0,33,3721.0,1,2013,4,14,5,1
3204,3205,2014-03-18 15:04:52,ORG_INVITE,0,0,131,8554.0,1,2014,3,12,18,1
3205,3206,2013-07-01 23:02:27,ORG_INVITE,0,0,62,11067.0,0,2013,7,27,1,1
3206,3207,2013-02-11 04:33:55,GUEST_INVITE,1,0,83,8074.0,1,2013,2,7,11,1
3207,3208,2013-03-09 02:18:11,ORG_INVITE,0,0,81,6312.0,0,2013,3,10,9,1
3208,3209,2013-08-24 22:09:09,SIGNUP_GOOGLE_AUTH,0,0,287,0.0,0,2013,8,34,24,0
3209,3210,2014-05-05 01:15:24,SIGNUP,1,0,209,0.0,0,2014,5,19,5,0
3210,3211,2013-03-19 23:00:40,ORG_INVITE,0,0,128,8405.0,0,2013,3,12,19,1
3211,3212,2012-07-26 22:08:29,ORG_INVITE,1,0,22,9703.0,0,2012,7,30,26,1
3212,3213,2013-04-11 19:28:27,GUEST_INVITE,1,1,8,7174.0,0,2013,4,15,11,1
3213,3214,2013-02-20 03:31:36,ORG_INVITE,0,0,264,3918.0,0,2013,2,8,20,1
3214,3215,2014-05-28 07:04:45,PERSONAL_PROJECTS,0,0,348,0.0,0,2014,5,22,28,0
3215,3216,2013-11-01 10:03:42,SIGNUP_GOOGLE_AUTH,0,0,18,0.0,0,2013,11,44,1,0
3216,3217,2013-02-01 15:30:34,ORG_INVITE,0,0,70,8207.0,1,2013,2,5,1,1
3217,3218,2013-04-08 20:24:19,ORG_INVITE,0,0,68,7122.0,0,2013,4,15,8,1
3218,3219,2014-05-21 08:10:41,ORG_INVITE,0,0,94,10071.0,0,2014,5,21,21,1
3219,3220,2013-04-11 18:37:17,SIGNUP,1,0,225,0.0,0,2013,4,15,11,0
3220,3221,2012-08-23 11:10:27,ORG_INVITE,0,0,12,5204.0,0,2012,8,34,23,1
3221,3222,2013-03-31 06:14:26,SIGNUP_GOOGLE_AUTH,0,0,31,0.0,0,2013,3,13,31,0
3222,3223,2012-10-10 21:21:10,GUEST_INVITE,0,1,28,5102.0,0,2012,10,41,10,1
3223,3224,2013-11-06 12:47:57,ORG_INVITE,1,1,129,1199.0,0,2013,11,45,6,1
3224,3225,2012-07-15 12:24:49,ORG_INVITE,0,0,19,7879.0,0,2012,7,28,15,1
3225,3226,2012-09-19 04:55:39,SIGNUP,1,0,74,0.0,1,2012,9,38,19,0
3226,3227,2012-07-02 10:19:55,GUEST_INVITE,0,0,167,3227.0,0,2012,7,27,2,1
3227,3228,2012-09-13 02:14:04,SIGNUP_GOOGLE_AUTH,0,0,332,0.0,0,2012,9,37,13,0
3228,3229,2014-04-11 03:45:44,SIGNUP,1,0,14,0.0,0,2014,4,15,11,0
3229,3230,2013-04-18 12:09:28,PERSONAL_PROJECTS,0,0,23,0.0,0,2013,4,16,18,0
3230,3231,2012-12-31 18:00:32,ORG_INVITE,0,0,0,2136.0,0,2012,12,1,31,1
3231,3232,2013-04-18 20:43:01,ORG_INVITE,0,0,240,9510.0,1,2013,4,16,18,1
3232,3233,2012-07-31 12:16:59,GUEST_INVITE,0,0,342,1953.0,0,2012,7,31,31,1
3233,3234,2012-10-15 09:06:31,GUEST_INVITE,0,0,18,3940.0,0,2012,10,42,15,1
3234,3235,2013-08-24 05:00:34,SIGNUP,1,1,136,0.0,1,2013,8,34,24,0
3235,3236,2014-05-23 04:40:35,GUEST_INVITE,0,0,190,10599.0,0,2014,5,21,23,1
3236,3237,2013-02-12 00:21:36,GUEST_INVITE,0,0,314,8139.0,0,2013,2,7,12,1
3237,3238,2014-03-13 14:56:09,ORG_INVITE,0,1,338,5195.0,1,2014,3,11,13,1
3238,3239,2013-05-01 23:50:16,GUEST_INVITE,0,0,200,4430.0,1,2013,5,18,1,1
3239,3240,2012-09-13 05:17:33,ORG_INVITE,0,0,339,1084.0,0,2012,9,37,13,1
3240,3241,2012-09-08 18:41:24,PERSONAL_PROJECTS,0,0,37,0.0,0,2012,9,36,8,0
3241,3242,2014-04-24 18:35:31,PERSONAL_PROJECTS,1,1,101,0.0,0,2014,4,17,24,0
3242,3243,2012-12-12 21:45:18,GUEST_INVITE,0,0,242,4426.0,0,2012,12,50,12,1
3243,3244,2013-03-17 14:49:36,ORG_INVITE,1,0,16,9006.0,1,2013,3,11,17,1
3244,3245,2013-10-09 07:48:29,SIGNUP_GOOGLE_AUTH,0,0,85,0.0,0,2013,10,41,9,0
3245,3246,2012-06-06 14:10:34,PERSONAL_PROJECTS,1,0,5,0.0,0,2012,6,23,6,0
3246,3247,2012-09-09 05:24:34,ORG_INVITE,1,0,11,2739.0,0,2012,9,36,9,1
3247,3248,2013-11-21 18:24:20,ORG_INVITE,0,0,7,11005.0,0,2013,11,47,21,1
3248,3249,2013-03-01 17:05:22,ORG_INVITE,1,1,107,6618.0,0,2013,3,9,1,1
3249,3250,2013-01-06 22:31:57,ORG_INVITE,0,0,0,3551.0,0,2013,1,1,6,1
3250,3251,2013-05-16 18:59:39,SIGNUP,0,0,103,0.0,0,2013,5,20,16,0
3251,3252,2012-10-04 20:24:39,SIGNUP,0,0,305,0.0,0,2012,10,40,4,0
3252,3253,2014-02-19 03:36:00,GUEST_INVITE,0,1,61,3776.0,0,2014,2,8,19,1
3253,3254,2012-09-17 01:21:39,ORG_INVITE,0,0,53,3254.0,0,2012,9,38,17,1
3254,3255,2014-03-08 05:33:17,SIGNUP,0,0,1,0.0,0,2014,3,10,8,0
3255,3256,2013-11-27 04:11:56,SIGNUP_GOOGLE_AUTH,0,0,76,0.0,0,2013,11,48,27,0
3256,3257,2012-08-18 07:15:47,ORG_INVITE,1,1,107,7947.0,0,2012,8,33,18,1
3257,3258,2012-11-27 11:08:59,GUEST_INVITE,0,0,80,3258.0,0,2012,11,48,27,1
3258,3259,2013-06-28 06:36:58,GUEST_INVITE,1,1,0,7114.0,0,2013,6,26,28,1
3259,3260,2014-05-19 23:52:48,ORG_INVITE,0,0,128,4612.0,0,2014,5,21,19,1
3260,3261,2012-07-20 13:19:22,ORG_INVITE,0,0,301,3261.0,0,2012,7,29,20,1
3261,3262,2013-11-16 18:02:15,ORG_INVITE,0,0,109,6805.0,0,2013,11,46,16,1
3262,3263,2013-02-05 02:11:18,ORG_INVITE,1,0,177,842.0,0,2013,2,6,5,1
3263,3264,2014-05-20 12:04:53,ORG_INVITE,0,0,401,2897.0,0,2014,5,21,20,1
3264,3265,2013-09-03 12:27:43,ORG_INVITE,0,0,54,4118.0,0,2013,9,36,3,1
3265,3266,2014-01-25 07:02:01,ORG_INVITE,0,0,93,2723.0,0,2014,1,4,25,1
3266,3267,2014-05-29 18:50:07,PERSONAL_PROJECTS,0,0,0,0.0,0,2014,5,22,29,0
3267,3268,2013-06-15 20:34:54,SIGNUP_GOOGLE_AUTH,0,0,0,0.0,0,2013,6,24,15,0
3268,3269,2012-09-03 01:03:55,GUEST_INVITE,1,1,148,3269.0,1,2012,9,36,3,1
3269,3270,2014-03-17 06:18:44,ORG_INVITE,0,1,111,9010.0,0,2014,3,12,17,1
3270,3271,2013-04-01 03:55:35,PERSONAL_PROJECTS,0,0,14,0.0,0,2013,4,14,1,0
3271,3272,2014-04-01 21:38:09,ORG_INVITE,0,0,170,2655.0,0,2014,4,14,1,1
3272,3273,2014-03-08 07:30:44,SIGNUP_GOOGLE_AUTH,0,0,24,0.0,1,2014,3,10,8,0
3273,3274,2014-04-21 10:35:30,SIGNUP,0,1,18,0.0,0,2014,4,17,21,0
3274,3275,2014-04-16 07:45:04,ORG_INVITE,0,0,34,5783.0,0,2014,4,16,16,1
3275,3276,2013-10-24 00:37:31,ORG_INVITE,0,0,183,9744.0,0,2013,10,43,24,1
3276,3277,2013-10-22 08:44:57,ORG_INVITE,0,0,89,11219.0,0,2013,10,43,22,1
3277,3278,2013-06-24 10:03:39,GUEST_INVITE,0,0,398,11174.0,0,2013,6,26,24,1
3278,3279,2013-07-05 07:08:48,PERSONAL_PROJECTS,0,0,387,0.0,0,2013,7,27,5,0
3279,3280,2014-05-18 12:28:52,SIGNUP_GOOGLE_AUTH,1,0,111,0.0,0,2014,5,20,18,0
3280,3281,2014-05-17 02:52:26,PERSONAL_PROJECTS,0,0,0,0.0,0,2014,5,20,17,0
3281,3282,2013-01-28 11:11:19,PERSONAL_PROJECTS,1,0,56,0.0,0,2013,1,5,28,0
3282,3283,2013-05-23 00:19:30,SIGNUP_GOOGLE_AUTH,0,0,6,0.0,0,2013,5,21,23,0
3283,3284,2014-01-30 23:50:07,SIGNUP,0,0,48,0.0,0,2014,1,5,30,0
3284,3285,2014-02-24 18:51:23,ORG_INVITE,1,1,2,4344.0,0,2014,2,9,24,1
3285,3286,2013-10-31 10:49:00,PERSONAL_PROJECTS,0,0,66,0.0,0,2013,10,44,31,0
3286,3287,2013-11-03 01:19:15,PERSONAL_PROJECTS,0,0,215,0.0,0,2013,11,44,3,0
3287,3288,2012-12-07 11:33:19,SIGNUP,0,0,22,0.0,0,2012,12,49,7,0
3288,3289,2012-09-22 21:47:56,PERSONAL_PROJECTS,1,0,342,0.0,0,2012,9,38,22,0
3289,3290,2013-08-30 13:50:41,PERSONAL_PROJECTS,0,0,326,0.0,0,2013,8,35,30,0
3290,3291,2014-03-31 12:23:19,ORG_INVITE,0,1,195,7567.0,0,2014,3,14,31,1
3291,3292,2013-09-23 21:45:19,ORG_INVITE,0,0,189,6701.0,0,2013,9,39,23,1
3292,3293,2014-05-04 23:40:27,ORG_INVITE,1,1,17,4533.0,0,2014,5,18,4,1
3293,3294,2012-07-06 00:04:30,ORG_INVITE,0,0,210,7600.0,1,2012,7,27,6,1
3294,3295,2013-03-14 02:01:21,ORG_INVITE,0,0,14,7825.0,0,2013,3,11,14,1
3295,3296,2013-04-21 04:37:09,PERSONAL_PROJECTS,1,0,409,0.0,0,2013,4,16,21,0
3296,3297,2012-12-21 13:13:13,SIGNUP,0,0,40,0.0,0,2012,12,51,21,0
3297,3298,2012-09-13 16:32:05,GUEST_INVITE,1,0,88,9480.0,0,2012,9,37,13,1
3298,3299,2014-02-16 20:34:25,PERSONAL_PROJECTS,0,0,50,0.0,0,2014,2,7,16,0
3299,3300,2013-12-24 01:14:34,GUEST_INVITE,0,0,18,5723.0,0,2013,12,52,24,1
3300,3301,2013-03-14 04:25:24,SIGNUP,0,0,386,0.0,0,2013,3,11,14,0
3301,3302,2013-06-27 08:30:22,SIGNUP,0,0,340,0.0,0,2013,6,26,27,0
3302,3303,2013-10-20 13:47:25,ORG_INVITE,0,0,114,675.0,0,2013,10,42,20,1
3303,3304,2013-02-02 16:46:33,ORG_INVITE,1,0,11,8726.0,0,2013,2,5,2,1
3304,3305,2012-09-07 14:54:00,ORG_INVITE,0,0,368,2734.0,0,2012,9,36,7,1
3305,3306,2013-08-03 09:55:34,PERSONAL_PROJECTS,1,0,0,0.0,0,2013,8,31,3,0
3306,3307,2012-06-25 16:52:29,SIGNUP,0,0,201,0.0,0,2012,6,26,25,0
3307,3308,2013-01-22 08:50:20,PERSONAL_PROJECTS,0,0,250,0.0,0,2013,1,4,22,0
3308,3309,2014-05-12 19:42:54,SIGNUP,1,1,177,0.0,0,2014,5,20,12,0
3309,3310,2014-05-03 22:58:30,GUEST_INVITE,1,0,359,3640.0,0,2014,5,18,3,1
3310,3311,2013-09-11 01:37:05,GUEST_INVITE,0,0,375,8026.0,1,2013,9,37,11,1
3311,3312,2013-08-12 03:40:47,PERSONAL_PROJECTS,0,0,42,0.0,0,2013,8,33,12,0
3312,3313,2013-05-04 19:54:29,ORG_INVITE,0,0,193,5240.0,0,2013,5,18,4,1
3313,3314,2014-02-02 05:08:12,ORG_INVITE,0,0,274,1561.0,0,2014,2,5,2,1
3314,3315,2014-03-09 20:51:11,GUEST_INVITE,1,1,65,497.0,0,2014,3,10,9,1
3315,3316,2012-06-18 17:15:51,PERSONAL_PROJECTS,1,1,205,0.0,0,2012,6,25,18,0
3316,3317,2014-04-11 12:29:36,SIGNUP_GOOGLE_AUTH,0,0,386,0.0,1,2014,4,15,11,0
3317,3318,2012-09-30 15:56:12,SIGNUP_GOOGLE_AUTH,0,0,334,0.0,0,2012,9,39,30,0
3318,3319,2013-07-20 18:38:15,SIGNUP,0,0,185,0.0,0,2013,7,29,20,0
3319,3320,2014-05-22 01:13:22,ORG_INVITE,0,0,126,7673.0,0,2014,5,21,22,1
3320,3321,2014-01-25 07:56:00,PERSONAL_PROJECTS,0,0,206,0.0,0,2014,1,4,25,0
3321,3322,2012-09-21 20:52:50,ORG_INVITE,0,0,49,5749.0,0,2012,9,38,21,1
3322,3323,2014-04-13 00:27:10,PERSONAL_PROJECTS,0,0,325,0.0,0,2014,4,15,13,0
3323,3324,2014-03-24 07:45:29,ORG_INVITE,0,0,407,8261.0,1,2014,3,13,24,1
3324,3325,2014-05-06 16:24:38,ORG_INVITE,0,0,192,2416.0,0,2014,5,19,6,1
3325,3326,2014-05-16 05:27:06,ORG_INVITE,0,1,22,9703.0,0,2014,5,20,16,1
3326,3327,2014-03-25 16:44:45,ORG_INVITE,1,0,127,2125.0,0,2014,3,13,25,1
3327,3328,2014-03-26 00:55:12,ORG_INVITE,0,0,0,6936.0,0,2014,3,13,26,1
3328,3329,2014-03-14 11:26:56,SIGNUP,0,0,7,0.0,0,2014,3,11,14,0
3329,3330,2013-11-12 15:27:29,GUEST_INVITE,1,0,77,7209.0,0,2013,11,46,12,1
3330,3331,2012-07-17 20:39:34,GUEST_INVITE,1,1,108,6808.0,0,2012,7,29,17,1
3331,3332,2013-02-07 03:58:36,ORG_INVITE,1,0,137,6361.0,1,2013,2,6,7,1
3332,3333,2013-02-26 01:59:16,PERSONAL_PROJECTS,0,0,1,0.0,0,2013,2,9,26,0
3333,3334,2013-07-06 11:41:24,GUEST_INVITE,0,0,246,7589.0,0,2013,7,27,6,1
3334,3335,2012-08-24 09:30:06,ORG_INVITE,0,0,332,1280.0,0,2012,8,34,24,1
3335,3336,2012-09-28 12:16:02,PERSONAL_PROJECTS,0,0,306,0.0,0,2012,9,39,28,0
3336,3337,2012-07-22 19:36:23,ORG_INVITE,1,1,20,7928.0,0,2012,7,29,22,1
3337,3338,2014-02-04 06:46:48,GUEST_INVITE,0,0,32,10791.0,1,2014,2,6,4,1
3338,3339,2013-02-11 04:04:31,PERSONAL_PROJECTS,0,0,123,0.0,1,2013,2,7,11,0
3339,3340,2013-11-29 05:17:20,ORG_INVITE,0,0,54,11534.0,0,2013,11,48,29,1
